id	time	电需求	热需求	泛能机产电量	泛能机产热量	泛能机消耗燃气量	补燃锅炉产热量	补燃锅炉消耗燃气量	泛能机电效率	泛能机热效率	补燃锅炉热效率	市电	市热	光伏消耗	光伏存储	光伏产电量	光热消耗	光热存储	光热产热量	储电量	储热量
1257	02/22 08	0.37 	32.15 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	29.72 	0.37 	0.11 	0.48 	2.41 	0	2.41 	0.13 	0.00 
1258	02/22 09	0.53 	32.89 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	29.52 	0.53 	0.14 	0.67 	3.36 	0	3.36 	0.26 	0.00 
1259	02/22 10	0.53 	23.47 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	19.45 	0.53 	0.27 	0.80 	4.02 	0	4.02 	0.53 	0.00 
1260	02/22 11	0.84 	14.10 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	12.10 	0.40 	0.00 	0.40 	1.99 	0	1.99 	0.08 	0.00 
1261	02/22 12	0.84 	9.94 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.20 	4.50 	0.38 	0.00 	0.38 	1.88 	0	1.88 	0.07 	0.04 
1262	02/22 13	0.84 	9.01 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.20 	3.80 	0.32 	0.00 	0.32 	1.58 	0	1.58 	0.00 	0.01 
1263	02/22 14	0.84 	8.21 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	2.20 	0.48 	0.00 	0.48 	2.42 	0	2.42 	0.00 	0.02 
1264	02/22 15	0.84 	7.89 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	1.80 	0.27 	0.00 	0.27 	1.36 	0	1.36 	0.01 	0.08 
1265	02/22 16	1.40 	7.84 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	1.50 	0.03 	0.00 	0.03 	0.17 	0	0.17 	0.04 	0.05 
1266	02/22 17	2.10 	8.94 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	2.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.03 	0.05 
1267	02/22 18	3.27 	12.05 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	5.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.04 
1268	02/22 19	3.27 	15.72 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	9.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.06 
1269	02/22 20	3.11 	18.04 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	11.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.05 
1270	02/22 21	2.65 	19.71 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.70 	13.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.08 
1271	02/22 22	1.71 	18.76 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	12.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.06 
1272	02/22 23	0.23 	19.77 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	16.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.08 
1273	02/23 00	0.07 	20.56 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.03 	20.48 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1274	02/23 01	0.07 	24.41 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	24.41 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1275	02/23 02	0.07 	26.34 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	26.34 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1276	02/23 03	0.07 	28.43 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	28.43 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1277	02/23 04	0.07 	30.45 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	30.45 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1278	02/23 05	1.20 	32.52 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	26.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.02 
1279	02/23 06	1.83 	32.03 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.90 	25.60 	0.06 	0.00 	0.06 	0.31 	0	0.31 	0.04 	0.04 
1280	02/23 07	1.20 	32.23 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	25.40 	0.41 	0.00 	0.41 	2.04 	0	2.04 	0.03 	0.05 
1281	02/23 08	0.37 	30.97 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	27.28 	0.37 	0.35 	0.73 	3.63 	0	3.63 	0.38 	0.00 
1282	02/23 09	0.53 	30.34 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	25.29 	0.53 	0.48 	1.01 	5.05 	0	5.05 	0.85 	0.00 
1283	02/23 10	0.53 	20.86 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	14.83 	0.53 	0.68 	1.21 	6.03 	0	6.03 	1.51 	0.00 
1284	02/23 11	0.84 	12.15 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	5.77 	0.84 	0.43 	1.28 	6.38 	0	6.38 	1.93 	0.00 
1285	02/23 12	0.84 	8.39 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	5.00 	0.68 	0.00 	0.68 	3.39 	0	3.39 	1.76 	0.00 
1286	02/23 13	0.84 	7.66 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	2.59 	0.84 	0.17 	1.01 	5.06 	0	5.06 	1.93 	0.00 
1287	02/23 14	0.84 	7.14 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	3.49 	0.73 	0.00 	0.73 	3.65 	0	3.65 	1.81 	0.00 
1288	02/23 15	0.84 	6.84 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	4.78 	0.41 	0.00 	0.41 	2.06 	0	2.06 	1.37 	0.00 
1289	02/23 16	1.40 	6.64 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	6.07 	0.11 	0.00 	0.11 	0.57 	0	0.57 	0.06 	0.00 
1290	02/23 17	2.10 	7.61 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	1.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.03 
1291	02/23 18	3.27 	10.22 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	4.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.05 
1292	02/23 19	3.27 	13.80 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	7.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.08 
1293	02/23 20	3.11 	16.47 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	10.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.05 
1294	02/23 21	2.65 	18.99 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.70 	12.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.00 
1295	02/23 22	1.71 	19.33 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	13.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.03 	0.02 
1296	02/23 23	0.23 	21.59 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	18.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.02 
1297	02/24 00	0.07 	23.61 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.01 	23.58 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1298	02/24 01	0.07 	28.33 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	28.33 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1299	02/24 02	0.07 	29.98 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	29.98 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1300	02/24 03	0.07 	31.17 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.17 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1301	02/24 04	0.07 	32.33 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.33 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1302	02/24 05	1.20 	33.97 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	27.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.07 
1303	02/24 06	1.83 	33.95 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.90 	27.30 	0.09 	0.00 	0.09 	0.44 	0	0.44 	0.06 	0.01 
1304	02/24 07	1.20 	35.38 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	28.60 	0.40 	0.00 	0.40 	1.99 	0	1.99 	0.04 	0.01 
1305	02/24 08	0.37 	35.54 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	32.76 	0.37 	0.18 	0.55 	2.77 	0	2.77 	0.22 	0.00 
1306	02/24 09	0.53 	36.16 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	32.32 	0.53 	0.24 	0.77 	3.84 	0	3.84 	0.45 	0.00 
1307	02/24 10	0.53 	25.67 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	21.09 	0.53 	0.38 	0.91 	4.57 	0	4.57 	0.83 	0.00 
1308	02/24 11	0.84 	15.34 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	12.50 	0.57 	0.00 	0.57 	2.84 	0	2.84 	0.55 	0.00 
1309	02/24 12	0.84 	10.62 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	6.04 	0.84 	0.07 	0.92 	4.58 	0	4.58 	0.62 	0.00 
1310	02/24 13	0.84 	9.42 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	5.57 	0.77 	0.00 	0.77 	3.84 	0	3.84 	0.54 	0.00 
1311	02/24 14	0.84 	8.41 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	4.88 	0.71 	0.00 	0.71 	3.53 	0	3.53 	0.40 	0.00 
1312	02/24 15	0.84 	8.08 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.13 	6.50 	0.32 	0.00 	0.32 	1.58 	0	1.58 	0.00 	0.00 
1313	02/24 16	1.40 	8.01 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	1.50 	0.09 	0.00 	0.09 	0.45 	0	0.45 	0.08 	0.08 
1314	02/24 17	2.10 	9.11 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	2.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.01 
1315	02/24 18	3.27 	12.26 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	6.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.09 
1316	02/24 19	3.27 	16.20 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	10.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.02 
1317	02/24 20	3.11 	18.97 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	12.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.10 
1318	02/24 21	2.65 	21.26 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.80 	15.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.07 
1319	02/24 22	1.71 	21.02 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	14.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.09 
1320	02/24 23	0.23 	22.44 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	18.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.05 
1321	02/25 00	0.07 	23.48 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	23.43 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.00 
1322	02/25 01	0.07 	27.17 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.05 	27.17 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1323	02/25 02	0.07 	27.95 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	27.95 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1324	02/25 03	0.07 	28.58 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	28.58 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1325	02/25 04	0.07 	29.44 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	29.44 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1326	02/25 05	1.20 	30.92 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	24.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.02 
1327	02/25 06	1.83 	31.01 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.90 	24.60 	0.06 	0.00 	0.06 	0.29 	0	0.29 	0.03 	0.05 
1328	02/25 07	1.20 	32.55 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	25.90 	0.10 	0.00 	0.10 	0.52 	0	0.52 	0.04 	0.05 
1329	02/25 08	0.37 	32.83 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	31.02 	0.35 	0.00 	0.35 	1.76 	0	1.76 	0.02 	0.00 
1330	02/25 09	0.53 	33.98 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.03 	31.54 	0.49 	0.00 	0.49 	2.43 	0	2.43 	0.00 	0.00 
1331	02/25 10	0.53 	24.57 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	21.67 	0.53 	0.05 	0.58 	2.90 	0	2.90 	0.05 	0.00 
1332	02/25 11	0.84 	14.90 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	8.30 	0.61 	0.00 	0.61 	3.06 	0	3.06 	0.08 	0.07 
1333	02/25 12	0.84 	10.48 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	4.00 	0.58 	0.00 	0.58 	2.90 	0	2.90 	0.07 	0.08 
1334	02/25 13	0.84 	9.48 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	3.40 	0.25 	0.00 	0.25 	1.25 	0	1.25 	0.05 	0.05 
1335	02/25 14	0.84 	8.27 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	2.60 	0.18 	0.00 	0.18 	0.91 	0	0.91 	0.07 	0.08 
1336	02/25 15	0.84 	7.21 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	1.40 	0.20 	0.00 	0.20 	1.01 	0	1.01 	0.01 	0.08 
1337	02/25 16	1.40 	6.98 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	0.50 	0.06 	0.00 	0.06 	0.30 	0	0.30 	0.06 	0.03 
1338	02/25 17	2.10 	8.11 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	2.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.06 
1339	02/25 18	3.27 	11.14 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	5.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.07 
1340	02/25 19	3.27 	14.92 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	8.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.08 
1341	02/25 20	3.11 	17.30 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	11.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.02 
1342	02/25 21	2.65 	18.88 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.70 	12.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.08 
1343	02/25 22	1.71 	17.97 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	11.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.03 	0.05 
1344	02/25 23	0.23 	18.93 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	15.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.02 
1345	02/26 00	0.07 	20.05 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.01 	20.03 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1346	02/26 01	0.07 	24.41 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	24.41 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1347	02/26 02	0.07 	27.36 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	27.36 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1348	02/26 03	0.07 	30.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	30.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1349	02/26 04	0.07 	33.48 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	33.48 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1350	02/26 05	1.20 	35.85 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	29.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.08 
1351	02/26 06	1.83 	33.50 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.90 	27.00 	0.07 	0.00 	0.07 	0.33 	0	0.33 	0.04 	0.05 
1352	02/26 07	1.20 	29.87 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.00 	21.90 	0.37 	0.00 	0.37 	1.87 	0	1.87 	0.12 	0.09 
1353	02/26 08	0.37 	25.89 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	22.54 	0.37 	0.28 	0.65 	3.26 	0	3.26 	0.39 	0.00 
1354	02/26 09	0.53 	24.16 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	19.66 	0.53 	0.37 	0.90 	4.50 	0	4.50 	0.75 	0.00 
1355	02/26 10	0.53 	16.61 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	11.26 	0.53 	0.54 	1.07 	5.35 	0	5.35 	1.28 	0.00 
1356	02/26 11	0.84 	9.84 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	4.18 	0.84 	0.29 	1.13 	5.66 	0	5.66 	1.56 	0.00 
1357	02/26 12	0.84 	6.90 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	1.54 	0.84 	0.23 	1.07 	5.36 	0	5.36 	1.79 	0.00 
1358	02/26 13	0.84 	6.10 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	1.59 	0.84 	0.06 	0.90 	4.51 	0	4.51 	1.84 	0.00 
1359	02/26 14	0.84 	5.27 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	2.00 	0.65 	0.00 	0.65 	3.27 	0	3.27 	1.65 	0.00 
1360	02/26 15	0.84 	5.16 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	3.28 	0.38 	0.00 	0.38 	1.88 	0	1.88 	1.18 	0.00 
1361	02/26 16	1.40 	5.32 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.14 	4.75 	0.11 	0.00 	0.11 	0.57 	0	0.57 	0.00 	0.00 
1362	02/26 17	2.10 	6.50 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.30 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.04 
1363	02/26 18	3.27 	9.10 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	3.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.08 
1364	02/26 19	3.27 	12.84 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	6.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.08 
1365	02/26 20	3.11 	15.54 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	9.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.07 
1366	02/26 21	2.65 	18.06 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.80 	11.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.05 
1367	02/26 22	1.71 	18.42 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	12.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.07 
1368	02/26 23	0.23 	20.62 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.16 	20.55 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1369	02/27 00	0.07 	22.59 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	22.59 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1370	02/27 01	0.07 	27.17 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	27.17 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1371	02/27 02	0.07 	28.82 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	28.82 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1372	02/27 03	0.07 	30.16 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	30.16 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1373	02/27 04	0.07 	31.46 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.46 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1374	02/27 05	1.20 	33.10 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	27.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.04 
1375	02/27 06	1.83 	30.42 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.90 	23.70 	0.12 	0.00 	0.12 	0.62 	0	0.62 	0.10 	0.08 
1376	02/27 07	1.20 	26.08 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	19.20 	0.40 	0.00 	0.40 	2.02 	0	2.02 	0.08 	0.02 
1377	02/27 08	0.37 	21.49 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	17.97 	0.37 	0.33 	0.70 	3.51 	0	3.51 	0.40 	0.00 
1378	02/27 09	0.53 	19.44 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	14.62 	0.53 	0.43 	0.96 	4.82 	0	4.82 	0.83 	0.00 
1379	02/27 10	0.53 	13.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	7.31 	0.53 	0.62 	1.15 	5.73 	0	5.73 	1.43 	0.00 
1380	02/27 11	0.84 	7.80 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	1.75 	0.84 	0.37 	1.21 	6.05 	0	6.05 	1.79 	0.00 
1381	02/27 12	0.84 	5.55 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.30 	1.15 	5.55 	0.187000787	5.73 	2.09 	0.19 
1382	02/27 13	0.84 	5.08 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.07 	0.84 	0.12 	0.97 	4.83 	0	4.83 	2.21 	0.00 
1383	02/27 14	0.84 	4.54 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	1.07 	0.69 	0.00 	0.69 	3.46 	0	3.46 	2.06 	0.00 
1384	02/27 15	0.84 	4.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	3.42 	0.24 	0.00 	0.24 	1.18 	0	1.18 	1.43 	0.00 
1385	02/27 16	1.40 	5.09 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	4.47 	0.12 	0.00 	0.12 	0.62 	0	0.62 	0.13 	0.00 
1386	02/27 17	2.10 	6.55 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.10 	0.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.09 
1387	02/27 18	3.27 	9.24 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	3.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.09 
1388	02/27 19	3.27 	12.52 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	6.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.00 
1389	02/27 20	3.11 	14.25 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	8.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.09 
1390	02/27 21	2.65 	16.82 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.70 	10.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.01 
1391	02/27 22	1.71 	18.42 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	12.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.03 
1392	02/27 23	0.23 	22.44 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	18.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.03 	0.09 
1393	02/28 00	0.07 	25.76 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.04 	25.68 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1394	02/28 01	0.07 	30.65 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	30.65 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1395	02/28 02	0.07 	31.44 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.44 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1396	02/28 03	0.07 	32.90 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1397	02/28 04	0.07 	34.49 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	34.49 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
1398	02/28 05	1.20 	36.44 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	30.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
